10001,1946,2.155E7,8.387169838,2.365E7
100036,2016,8008844.0,3.232446909,8394751.0
1002001,2017,5.4318423E7,0.710870028,8.3953919E7
1004172,2015,5.4318423E7,8.516228676,8.3953919E7
100516,2009,-2.73581E7,8.308442116,2277396.0
10051,1974,3.0774E7,29.262426376,3.0859E7
10051,1982,1.115E8,36.230205536,1.222E8
10051,1985,5.8953919E7,12.183620453,8.3953919E7
10051,1986,-1894732.5,6.9260230064999995,6455267.5
1006810,2012,5400000.0,5.338610172,1.24E7
10076,1967,1.02084787E8,28.675891876,1.11584787E8
10076,1977,1.71438673E8,27.173469543,1.85438673E8
10076,1979,1.76308099E8,29.887403488,2.10308099E8
1009255,2011,5.4318423E7,3.545990944,8.3953919E7
10099,2003,1.1980005E7,56.76348877,1.4980005E7
10099,2005,-5832188.0,17.074842453,2.3803308E7
10099,2013,77441.0,27.322212219,1.2077441E7
1011158,2005,2.5944725E7,23.663713455,7.7944725E7
1011,2007,-1.3150858E7,8.842868805,2849142.0
1012105,2014,5.4318423E7,1.233687997,8.3953919E7
101233,2016,7.5953919E7,2.101717949,8.3953919E7
101377,1975,7700000.0,6.473667145,8000000.0
101399,2014,-7946914.0,6.500834942,53086.0
101515,1999,5.4318423E7,0.619979024,8.3953919E7
101518,2009,5.4318423E7,7.668063164,8.3953919E7
101518,2011,9663238.0,9.933925629,1.8663238E7
101542,2009,5.4318423E7,8.628484726,8.3953919E7
101542,2011,-671604.0,14.386807442,78396.0
101666,2014,2.04207227E8,39.882274628,2.59207227E8
101767,1997,-4.3533912E7,4.700024128,1.1466088E7
10179,1981,1.67312802E8,26.090745926,1.95312802E8
10179,1983,1.6E8,25.633663177,1.875E8
10179,1985,1.2242796E8,27.230493546,1.5242796E8
10179,1987,1.51185897E8,23.331459045,1.91185897E8
10179,1989,1.24167015E8,28.221189499,1.56167015E8
101810,2016,8.2953919E7,1.502110004,8.3953919E7
1018660,2011,5.4318423E7,1.002585053,8.3953919E7
1018699,2012,8.2153919E7,0.215440005,8.3953919E7
1018728,2004,5.4318423E7,0.038706001,8.3953919E7
1023720,2012,8.2953919E7,0.341461003,8.3953919E7
1024216,2012,-2.9633864E7,0.143784001,1632.0
102445,1996,8269963.0,5.960148811,1.3269963E7
102445,1999,-6002193.0,0.034258999,1997807.0
102445,2002,5.4318423E7,4.24512291,8.3953919E7
102445,2010,8.2753919E7,0.193171993,8.3953919E7
1024823,2014,2.485868E8,21.638673782,2.665868E8
102627,1983,7232628.0,8.452666283,1.2232628E7
102634,1999,-3237295.0,4.78153801,1.7762705E7
1027017,2012,2.0726956E7,8.4106884,3.2726956E7
1027737,2002,8.9862682E7,15.34119606,1.09862682E8
102797,1999,-2.7235496E7,1.28817296,2400000.0
1030160,2014,5.4318423E7,1.972668052,8.3953919E7
103031,2006,-989982.0,2.175695896,10018.0
1031144,2013,5.4318423E7,0.763679981,8.3953919E7
1031972,2013,5.4318423E7,0.209474996,8.3953919E7
1032103,2006,5.4318423E7,3.75998807,8.3953919E7
1032536,2014,5.78539785E8,110.620643616,7.58539785E8
1032,1973,2500000.0,17.002096176,3000000.0
1032,1976,2.6962574E7,58.845024109,2.8262574E7
1032,1977,5.4318423E7,3.876241922,8.3953919E7
1032,1978,-2.9313544E7,3.277287006,321952.0
1032,1980,5000000.0,35.524456024,2.3E7
