"1,281,182,481,733"	54050	"12,10751,14"	8204	6.3
"8197,62,224181"	12028	"28,53"	47964	5.2
"879,606,512,261"	54040	"37,36,10752"	10733	5.8
"1,868,622,318,977"	7087	"28,12,16,10751"	9806	7.4
"8,654,892,416,935"	16938	"28,12"	1408	5.7
"1,095,133,323,553,330"	10965	"12,14,10751"	32657	6
"288,896,252,176"	5174	"28,12,35,878"	607	6.9
"31,323,412,898"	7879	"16,35,10751"	863	7.3
"5,292,591,662,064"	893	"28,53"	44048	6.3
"1339,18897,66"	11091	"28,35,80,53"	5175	6.4
"311,602,958"	24	"18,27,9648,53"	2655	6.3
"1,927,817,723,085"	107446	"16,35,10751"	22794	6.5
"5,723,157,575,724"	5714	"16,35,10751,12"	8355	6.5
"73,994,109,110,872"	7399	"12,35,18,14"	116745	7
"694,114,069,597"	36425	"28,12,35,80,53"	4327	5.6
"51,418,926,193"	1032	"18,53,80"	1422	7.9
"1,889,721,702,776"	66190	"16,10751,12"	10674	7.6
"3,223,739,970,851"	7399	"28,35"	7446	6.5
"2,901,089,168,784"	7467	"53,80,9648,18"	65754	7.2
"2231,62,16940"	1090	"28,53"	1572	6.9
"3,223,964,253,714"	956	"28,12,80,9648"	10528	7
"547,381,728,920,286"	23430	18	271969	5.3
"3,521,952,152,300"	62047	"16,10751,12,878"	10865	6.7
"150,339,828,511,662"	68573	"12,16,35,10751"	258509	5.8
"1,118,150,023,229"	9032	"18,53,36,10752"	2253	6.7
"12,415,919,219,292"	17494	"35,28"	10661	5.5
"229,701,170,519,292"	10965	"28,35,878"	257344	5.6
"821,396,401,518"	488	"18,878,12"	644	6.8
"2,763,177,628,641"	18898	"53,14,35,10751,9648"	10756	5.2
"4,512,102,971,038"	24	"188,789,648"	686	7.2
"1,951,168,514,724"	10491	"28,878,53"	9383	5.6
"222,722,292,228"	2226	"80,53"	179	6.2
"3,323,560,077,109,510"	109857	"12,10751,14"	76285	5.9
"17,276,128,411,701"	2209	"28,12,14,53"	1996	5.5
"5,775,544,735,103"	54507	"28,12,35,80,9648,53"	291805	6.7
"111,855,761,951"	13015	"53,28,10749,878,12"	10003	5.9
"28,741,352,462"	893	"28,80,53"	1535	6.8
"1896,504,33"	1150	878	2067	5.7
"18,134,108,744,735"	5714	"16,12,35,10751"	46195	6.5
"636,821,574,783"	10965	"35,878"	2277	6.9
"2,176,825,612,930"	8843	"878,28,18,53"	10357	5.2
"38,985,287"	6349	"80,53,18"	4477	5.9
"3896,133,3"	14392	"18,36,53"	8665	6.1
"2,201,110,015,152"	8328	"12,14,28"	9387	6.6
"913,713,242,934"	6159	"10749,18,36"	921	7.3
"18,050,124,178,729"	58728	"14,28,10751"	49852	5.4
"1,229,373,322,955"	23964	"18,36"	4464	6.7
"999,421,302,053"	2209	"28,12,18"	664	6.1
"38026,9994,31"	24	"12,18"	8358	7.5
"3,282,157,109"	20629	"16,35"	9836	5.9
"12,486,791,892"	25598	"28,18,53"	2502	7.2
"515,64,3"	5231	"28,53"	9772	6.2
"28,718,921,461"	1884	"53,80"	161	7.2
"114,33235,63"	4014	"12,28,53"	52451	5.6
"8,846,095,019,292"	185438	"16,35,10751,14"	76492	6.8
"11,006,927,318,352"	15775	"35,10751,14,10749"	4523	6.6
"10,859,529,221,657"	125738	"28,53"	59961	6.3
"6,553,551,565,524"	15775	"3,510,751"	10481	5.1
"18,937,399,776"	11091	"28,35"	59108	5.8
"69,412,049,642"	17698	"3,510,749"	1581	6.7
"288,819,310,127"	893	"28,18,53"	9798	6.7
"6,777,350,647,447"	17698	"3,510,749"	22897	6.2
"14,611,892,287"	1884	"80,53"	298	6.5
"78029,33,18976"	7881	"12,16,10751"	7484	6.1
"94,185,587,020,204"	17329	"12,28,878"	157350	6.9
"32,932,289,642"	2352	10752	853	7.2
"59,165,759,918,918"	36602	"12,28,35,53"	10159	6.4
"1,100,401,761,164"	1090	"12,14,28,35,10751"	9593	6.1
"133,916,145,643"	17633	"18,36,10749"	1904	7.3
"61,697,155,116,277"	58189	"28,80,18,53"	9615	6.1
"2,440,553,041,419"	66191	"18,16,10751,35"	51052	6.7
"28,741,734,174"	769	"14,18,9648"	297	6.9
"1,100,380,913,550"	12989	"28,53,18"	9884	5.5
"6,355,443,180,927"	66777	"1,810,402"	16858	7.3
"538,071,125,611,204"	56512	"12,14,18,35,878,10751"	62764	5.5
"176,283,999,518,793"	11090	"28,12,35"	22538	7.2
"776,544,211,211"	13426	"14,35,10749,878"	12107	4.7
"332,601,186,326,457"	1215	"9648,12,35"	9637	5.4
"52,442,137,217,286"	43141	"28,878"	49049	6.6
"1,929,239,674,690"	57370	"35,18,14,10749"	9339	6
"68,391,178,211,066"	14999	"27,35,14"	16281	6.7
"18,979,173,311,006"	132876	"3,510,751"	39691	4.9
"223,147,817,244"	11694	"12,14,878"	8247	5.9
"1,182,623,724,175"	10828	"12,14,878"	11253	6.5
"1,311,033,223"	7467	"80,18,9648,53"	1949	7.3
"110,046,883,417"	1724	878	8452	5.7
"20,644,914,492"	4499	"14,35"	310	6.4
"9,761,664,416,483"	16483	"53,12,28"	27578	6
"488,510,127,500"	1150	"12,28,53"	954	6.7
"279,729,606,672,129"	23964	"878,12,14"	70160	6.9
"582,255,132,927,105"	57130	35	45243	6.2
"11,602,232,518"	510	"28,14"	364	6.6
"62,449,552,865"	52845	"35,16,10751"	7518	6.3
"66,193,158,013,445"	66193	"1,610,751"	11544	7.1
"89,308,841,204"	17046	"35,10751,14"	9986	5.8
"10,949,393,087"	51984	"28,18,10749"	8656	5.9
"4173,1922,62"	15002	"28,35,80,53"	146216	6.4
"19,292,164,752,632"	13426	"35,18"	9291	6.2
"11,662,212,213,001"	64151	"35,14,10751,10402,16"	55301	5.4
"32,895,263,219,292"	17494	35	109418	5.8
"1,813,189,184,495"	13426	"28,35,53"	11665	6
"51,463,843,092"	17698	"18,35,10749"	6964	6.3
"61,931,032,282"	1032	"18,53,9648"	11324	7.8
"49,373,087,368"	71600	"35,10749,18"	12193	5.3
"306,145,872,157"	5713	"16,35,10751,878"	9928	6
"8,891,296,311,148"	11401	"28,80,878,53"	754	6.8
"4,129,252,919,292"	20739	"14,35,10751,10749"	10202	5.9
"78198,31,10431"	39	"53,80,18"	4147	7.3
"2,227,192,924,491"	17494	"10749,35"	50546	6.3
"694,930,362,963"	12786	"28,53,80"	1701	6.5
"59,161,095,911,705"	40256	"9648,53,28"	13027	6.3
"964,291,372,227"	2239	18	2289	6.7
"5292,18973,64"	11447	"28,53,878"	20504	6.6
"472,621,574,443"	56911	"3,510,751,878"	9574	5.3
"88,738,961,922"	2209	"27,53,14,9648"	11618	5.2
"42,012,367,823,679"	23677	"16,35,18,10751,14"	2300	6.5
"1,003,894,567,773"	17825	"28,35,80,9648,10751"	12096	5.6
"853,461,616,384"	55499	"18,878,53"	10200	5.2
"120,424,612,387"	7187	"28,18,9648,53"	8834	6.5
"1,095,928,733,235"	19769	"10752,18,28"	228150	7.4
"14409,3,8256"	8858	"28,12,35,10749"	6068	5.6
"177,270,712,111"	9622	"35,10751,16,12"	41515	5.2
"1,892,566,582,505"	12079	"37,16,12,35,10751"	9023	7.4
"32,895,591,616,483"	57370	"351,074,910,751"	38317	5.3
"6,422,714,407"	2042	"1,210,751,878"	2157	5
"5,292,236,265,064"	16294	"18,53,9648"	14462	6.2
"843,599,040,013,333"	117075	"10749,18"	161795	8
"192,926,286,177,948"	185438	"16,35,10751"	159824	6.7
"6,777,313,301,166,000"	5690	"161,075,110,402"	49948	7
"1,363,352,917,787"	21879	"878,12,28"	2135	5.8
"688,511,182,053"	33485	"28,12,10751,14"	9822	5.9
"696,888,914,587"	58498	"28,80,53"	9705	6.1
"1,922,184,603,131"	10702	"28,12"	1656	5.9
"2,157,977,718,750"	9198	"18,14,10749"	12159	6.8
"4,687,192,921,037"	32593	"35,14,10749"	9678	5.2
"181,017,111,892"	280	"12,14,28,35,53"	4442	5.6
"516,515,514"	510	"35,14,878"	75	6.1
"144,018,259,627,544,000"	17627	"9648,18,27"	330770	6.4
"744,741,735,590"	7256	"28,12,18"	9433	6.7
"62,108,828,329"	7213	"28,878,53"	19959	5.9
"12,696,354,421,089"	21370	"18,53"	11973	6.9
