Pascal Aubier	1986
Rauni Mollberg	1978,1991,1986
Astrid Henning-Jensen	1960,1960,1949
Jack Clayton	1962,1959,1964
Raúl De la Torre	1986
Sergei Dvortsevoy	2008,2008,2008,2008
Emile Degelin	1960
Gary Oldman	1997,1997
Gaëlle Denis	2014,2014
Ilya Averbakh	1973
Mehdi Charef	1992,1992,1985
Robert Cormack	1946,1946
David Robert Mitchell	2010,2010,2014
Ettore Giannini	1954,1954
Hal Hartley	1992,2001,1998,1998
Sam Taylor-Johnson	2008
Carlos Serrano de Osma	1952
Aleksey Batalov	1955
Georges Nasser	1957,1962
Nimród Antal	2004,2004
Albert Hughes	1993
Aleksey German	1998
Clément Tréhin-Lalanne	2014,2014
George More O'Ferrall	1953
Ridley Scott	1977,1977
Vincent Gallo	2003
Emmanuel Salinger	1989
Mahmoud Zemmouri	1981
Nino Quevedo	1971
Souad El-Bouhati	2000
Olivier Masset-Depasse	2010,2010
Peter Del Monte	1982
Rosto	2005
Dalton Trumbo	1971,1971,1971
Eivind Tolas	2003,2003,2003
Jacques Rivette	2001,1991,1991,1991,1966
Juan Antonio Bardem	1955,1965,1958,1953,1954
Karen Shakhnazarov	1991
Levan Zaqareishvili	2005
Dito Tsintsadze	2000
Pedro Pinho	2017
César Augusto Acevedo	2015,2015,2015,2015,2015
Ildikó Enyedi	1989
Luigi Comencini	1979,1974,1946,1967
Yann Piquer	1988,1988
Aurelio Grimaldi	1994
Boyan Danovski	1956
Robert Thalheim	2007
Yuliya Solntseva	1961,1961,1961
Gillian Armstrong	1979
Monique Dartonne	1986
Walter Kolm-Veltée	1949
Jessica Hausner	1999,2014,2004,2001,1999
Neil Jordan	1986
Andrea Arnold	2016,2009,2016,2016,2009,2006,2006
Ivan Sen	2011
Jiří Trnka	1959,1959,1946
Pablo Stoll	2012,2004,2004,2004
Albert Lamorisse	1965,1956,1967,1953,1967,1965
Diego Vega Vidal	2010,2010,2010
Pedro Almodóvar	1999,2006,2006,2009,2011,1999,1999,2011,2011,2016
Robert Pulcini	2003,2003
Shahrbanoo Sadat	2016,2016
Danny Pang	2006
Frédéric Back	1987
Minoru Shibuya	1953,1956
Benoît Jacquot	2016,1998,2004
Franco Brusati	1970
Charles F. Schwep	1961
Peter Greenaway	2003,1987,1988,1988,1999
Andrew Cividino	2015,2015
Steve Buscemi	1996
Andreas Dresen	2008,2008,2011
Micha Wald	2007,2004,2007
George Seaton	1954,1955
Paul Vecchiali	1978,2016,2004
Bénédicte Liénard	2002,2002
Franco Lolli	2014,2014
Tim Roth	1999,1999
Carmelo Bene	1973
François Jaros	2016
Markus Schleinzer	2011,2011
Ninja Thyberg	2013,2013
Tudor Cristian Jurgiu	2013
Vasili Pronin	1961,1958
Andrzej Żuławski	1981
Bakur Bakuradze	2008,2011
Lotfi Achour	2016
Marcell Jankovics	1977
Andrey Zvyagintsev	2011,2014,2017,2017,2014,2007,2011
Francis Thompson	1959
Elaine Proctor	1993,1993,1993,1993
Guylaine Dionne	2000,2000
Cherien Dabis	2009,2009,2009
Felix Van Groeningen	2009,2009
Franco Zeffirelli	1986
Jacques Feyder	1939
David Mamet	1999,1991
Jaime Chávarri	1980
Ronald Neame	1969,1956
George Roy Hill	1972,1972,1964
Joel Schumacher	1993
Karim Aïnouz	2002,2002,2011,2011
Márton Keleti	1957,1947,1951,1954
Aleksandr Ptushko	1946,1946
Ely Dagher	2015
Edgar Neville	1953,1953
Jonne Severijn	1969
Robin Davis	1975
Corneliu Porumboiu	2006,2015,2009,2009,2015,2006,2004,2006,2009
Dang Di Phan	2010,2010,2010,2010
Ben Sharpsteen	1947
Carlos Saura	1976,1960,1973,1974,1974,1988,1983,1983,1983,1978,1977,1976
Gregor Jordan	1995,1995
Osbert Parker	2006
Álvaro Brechner	2009,2009
Henri Storck	1952,1971
Haralambie Boros	1956
Guillermo Rendón	1996
Rustam Khamdamov	1991
Sadao Imamura	1957,1957
Stephen Frears	1987,1996
Yves Allégret	1962
Jean Dréville	1953,1953,1949
Jon Shenk	2017
Aktan Arym Kubat	2010
Gaël Morel	2007
Jean-Stéphane Sauvaire	2008,2008
Oskar Roehler	2000
Reza Parsa	2002
Valeria Golino	2013,2013,2013
Vimukthi Jayasundara	2011,2011,2005,2005
Doug Liman	2010
James Marsh	2005
Philippe Falardeau	2006
Taieb Louhichi	1982
Daniel Petrie	1961,1961
Lucile Hadzihalilovic	1996
Péter Gothár	1995,1982
Claire Denis	2017,2013,1988
Daniel Raim	2015
Mark Herman	2000
Mircea Mureșan	1966,1966
Henri Decoin	1949,1947
Sergey Loznitsa	2012,2017,2010,2010,2012
Jean van de Velde	2009
Pablo Giorgelli	2011,2011,2011,2011,2011
Eldar Shengelaya	1964
Fina Torres	1985,2000
Aleksandr Alov	1971
Alfredo B. Crevenna	1956
Claire Simon	2008,2008
Elisabeth Kapnist	2015
Jack O'Connell	2015
Manoel de Oliveira	2001,1997,2002,2008,2010,1997,1995,1999,1999,1988,1990
César Charlone	2007,2007
Lucas Demare	1959,1951,1956
Philippe de Broca	1972
Jerzy Skolimowski	1972,2008,1989,1984,1982,1982,1978,1978
Richard Thorpe	1954
Stanislaw Lenartowicz	1987
Al Pacino	1996
Frederikke Aspöck	2011,2004
Hampe Faustman	1949
Julia Ducournau	2016,2011,2016,2016,2011,2016
Ernesto Remani	1956
Jannik Hastrup	1990
Johannes Schaaf	1972
John Hanson	1979
Christoph Girardet	2006
Eldar Ryazanov	1983
Joana Hadjithomas	2008
Edgar Morin	1961
Eran Kolirin	2007,2016,2007,2007,2007,2007
John Sayles	1999
Grant Lahood	1993,1993,1994,1994
Irwin Winkler	1991
Pascal Adant	1999
Thanos Anastopoulos	2016
Antonin Peretjatko	2013,2013
Francesco Munzi	2008
Jens Jonsson	2001,2002
Daisy Jacobs	2014
Laura Gonçalves	2017
Peter Brosens	2009
Roger Michell	2003
Jean-François Laguionie	1978
Louis Sutherland	2009,2009
Vasilis Georgiadis	1964
Cyprien Vial	2006
J. Lee Thompson	1956
Mira Nair	1988,1988
Basil Dearden	1946
Meny Yaesh	2012,2012,2012
Pasquale Festa Campanile	1958
Denys Arcand	2003,2003,1986,1989,1989,1989
Gilles Marchand	2003
Jonas Carpignano	2014,2015,2015,2017
Lisa Cholodenko	2002,1998
Lol Creme	1982
Muzaffer Özdemir	2003
M. Blash	2006,2006
Kenji Uchida	2005,2005,2005
Pierre Schoendoerffer	1965,1965
Tamás Banovich	1965,1965
Zhi Wei Jow	2013
James Broughton	1954
Jan Roosens	2015
Jocelyn Moorhouse	1991
Robert Clouse	1965
Alexandre Bustillo	2007
Anna Maria Tatò	1978
Elia Suleiman	2012,2002,2002,2002,2009
Hou Hsiao-hsien	2007,2015,1993,1993,1995,2015,1996,1998,2001,2005
Mario Monicelli	1952,1973,1985,1966,1977
Griffin Dunne	2000
Alain Tanner	1981,1981
Bruno Collet	2001,2001
Kevin Smith	1994,1994,1994
Marc Recha	2003,2001
Niels Mueller	2004
Halina Bielińska	1959
Sébastien Pilote	2013,2013
Carey McKenzie	2006
Damien Ounouri	2016
Fernando Cerchio	1972
Juan Andrés Arango Garcia	2012,2012
Mohsen Makhmalbaf	2001,1999,2001
Sidney Lumet	1965,1992,1962,1969
Bimal Roy	1954,1954,1960,1955
Raúl Ruiz	2003,1999,1996,1992,1983,2012
Tommy Jones	2005,2014,2005
Riad Sattouf	2009,2009
Chris Lavis	2007,2007,2007
Erich Engel	1952
Niki Caro	1994,1998
Xan Cassavetes	2004
Nikos Nikolaidis	1964
Rainer Frimmel	2009,2009
Elia Kazan	1952,1955,1947,1955,1972
Jean Yanne	1972
Liang Zhao	2009
Miloš Forman	1971,1971
Gabriel Pascal	1946
Robert Guédiguian	2002,2011
Steno	1952
Cecilia Miniucchi	2007
Eicke Bettinga	2009,2002,2012
George Cukor	1946
Jefferson Moneo	2013,2011
Pál Erdöss	1983
Tomasz Siwiński	2014
Alois Di Leo	2010
Jean-Claude Biette	1999
Kôhei Oguri	1990,1990,1990
Ferzan Ozpetek	1999
Sergei Ovcharov	2000
Karim Traïdia	1998
Konrad Wolf	1959,1959
Nunnally Johnson	1956,1956
Salvador Aguirre	2002,2002,2002
Emeric Pressburger	1951
Gael García Bernal	2007,2003
Behnam Behzadi	2016
James Bridges	1979
Ján Kadár	1965
Mahamat-Saleh Haroun	2002,2010,2010,2013,2016
Panos H. Koutras	2014,2014
Pál Sándor	1983
Laura Vandewynckel	2015
Benjamin Renner	2012,2012
Bert Haanstra	1951,1959,1951
Maurizio Forestieri	1995,1988
Tulio Demicheli	1953
Zvonimir Berković	1963
Anders Henrikson	1946
Claudio Giovannesi	2016
Jonathan Nossiter	2004
Juan Diego Solanas	2003,2003,2005,2005
Robert Rodriguez	2005,2005
Guillaume Gallienne	2013,2013,2013,2013
Muriel Coulin	2011,2016,2011,2016
Roschdy Zem	2006
Edward Dmytryk	1949,1955,1947
Ismaël Ferroukhi	1993
David Trueba	1997,2003
Ossama Mohammed	2002
Zoltan Korda	1939,1952
Magali Magistry	2013,2013
Pavel Koutský	1990
Tony Zierra	2017
Guang Xi Chang	1987
Joris Ivens	1958
Per Høst	1957
Shona Auerbach	2004,2004
Barry Greenwald	1976
Bertrand Tavernier	1984,1990,1980,1984,2016,2010
Kristijonas Vildziunas	2006
Michel Gauthier	1982
Tito Davison	1951
Virgil Widrich	2003
Anahita Ghazvinizadeh	2017,2017,2013
Jean Rouch	1961,1976
Harald Braun	1954,1952
Mohammad Rasoulof	2013,2013,2011,2011,2011,2017
Alejandro Lubezki	2002,2002,2002
Kiyoshi Kurosawa	2015,1999,2008,2015,2008,2003,2001,2001,2017
Stanley Kwan	2001
Vincent Ward	1988,1984
Marco Dutra	2005,2007,2011,2011
Nasser Taghvai	1999
Piotr Dumala	1987,1986
Nick Cassavetes	1997
Carlos Conceição	2017,2014
Karey Kirkpatrick	2006
Alexandre Aja	1997
Claude Nuridsany	1996
Jesse Rosensweet	2002,2002
Nick Cannon	2007
Ken Loach	2006,2004,2002,1981,1981,1990,1981,1990,1991,1993,1990,1979,2000,2016,1998,1993,2016,1995,1995,1995,2016,2014,2012,2012,2010,2009,2009
Maarten Koopman	1993,1990,1990
Marc-Henri Wajnberg	1996
Peter Mullan	1998
Aida Begić	2012,2008,2008,2012
Alejandro Chomski	2003
Haim Tabakman	2009,2009
Harmony Korine	2007
João Mendes	1959
Silvio Narizzano	1971
Xavier Giannoli	1998,2009,2006
Bruno Nuytten	1982
Kim Ki-duk	2007,2011,2005
Lisa Marie Gamlem	2011
Werner Schroeter	1991,1982
Anthony Hemingway	2012
Rabah Ameur-Zaïmeche	2008,2006
Reda Kateb	2015
Sarah Miles	1973
Simon Rouby	2008
Carol Reed	1955,1949
Elisa Miller	2007,2007
Joseph Losey	1967,1966,1976,1971,1967
Francis Ford	1974,1979,1979,1974,2009,1967
George Kaczender	1969
Hal Salwen	1995
Jeanine Meerapfel	1981
Ramón Barea	1997
Wendy Toye	1953
Cen Fan	1982
Jonathan Meyers	2005
Jérémy Clapin	2008
Sébastien Laudenbach	2010
Aly Muritiba	2013
Shari Springer Berman	2003,2003
Carlos Reygadas	2002,2007,2012,2007,2012,2002,2005
Shane Danielsen	2015
Vittorio Gassman	1975
Don McKellar	1998,1998
Ruben Östlund	2008,2017,2014,2014,2011,2011
Una Gunjak	2014
Manish Jha	2002,2002
Marek Kanievska	1984
Michale Boganim	2002
Ibrahim Lama	1949
Pim de la Parra	1965
Moshé Mizrahi	1974,1972
France Štiglic	1957,1960,1949
Henri Gruel	1958
Vikramaditya Motwane	2010,2010
Léa Fazer	2004,2004
Michel Blanc	1986,1994,1994
Antonio Urrutia	1998
Clint Eastwood	1985,2003,1988,1990,2009,2003,2008,2008
Eryk Rocha	2004,2016
Bahman Ghobadi	2009,2009,2009,2002,2000,2000,2002
Forest Whitaker	1988
Khwaja Ahmad Abbas	1958
Nobuhiro Suwa	1999,2009
Éléonore Faucher	2004,2004,2004
Anthony Pelissier	1952
Eugene Jarecki	2017
Fanta Régina Nacro	2001
Michael Dudok de Wit	2016,2016,2016
Oscar Kantor	1965,1965
Robert Darène	1963
Claude Autant-Lara	1949
Mia Hansen-Løve	2009,2009,2007,2007
Anselmo Duarte	1962
Gaston De Gerlache	1961
Juraj Herz	1972
Alejandro Jodorowsky	2013
Bong Joon-ho	2009,2008,2006,2017
Damián Szifrón	2014
Thomas Brasch	1988,1981
Vittorio De Seta	1955
Andrew Dominik	2012
Christine Carrière	1999
James William Guercio	1973
Michel Franco	2015,2012,2009,2009,2015,2017,2017
Ademir Kenović	1997
Al Jarnow	1987
John Boorman	1970,1981,1981,1970,1998,1995,1998
Marguerite Duras	1977
Miki Polonski	2015
Charles Sturridge	1987
Deniz Gamze Ergüven	2015,2015,2015,2006
Alexandre Astruc	1965
Anatole Litvak	1961
Bette Gordon	1984
Giuliano Montaldo	1971,1969
Jomí García Ascot	1967
Rithy Panh	2007,2016,1994,2013,1998,2003
Lin Cheng-sheng	1996,2003
Sergei Vasilyev	1955,1955
Vitali Kanevsky	1990,1992,1992
Xavier Dolan	2014,2012,2014,2014,2012,2010,2010,2009,2009,2009,2016,2016,2009,2016
Alexander Sokurov	2003,2003,2001,1999,2007,2002
Göran Gentele	1959
Kinuyo Tanaka	1954
Laure Duthilleul	2004,2004
Leonid Menaker	1965
Arthur de Pins	2017
Gustave de Kervern	2012,2012
Nicola Sornaga	2008
Valéry Rosier	2011
Chen Kaige	1999,2002,1996,1993,1993,1991,1988
Ludovic Boukherma	2016
Magnus von Horn	2015
Sam Karmann	1992
Sofia Coppola	1999,2006,1999,2017,2006,2013,2017
Vojtěch Jasný	1959,1963,1966,1969,1969,1963,1969,1959
Bouli Lanners	2008,2011,2011,2008,2008,2008
Tizuka Yamasaki	1980
Víctor Gaviria	1998,1990
Irena Pavlásková	1990
Marcel Bluwal	1963
Alberto Bevilacqua	1971
Jacques Becker	1951,1949,1947,1960
Michael Winterbottom	1997,2002,1999,2007
André Delvaux	1988,1973,1979
Jingda Xu	1987
Kim Longinotto	2005
Leonardo Bonzi	1955,1955
James Ivory	2000,1979,1981,1983,1992,1992,1995
William Friedkin	2006,2006
Laila Pakalnina	2009
Alf Sjöberg	1946,1966,1961,1953,1951
Yves Ciampi	1962
Angela Ricci Lucchi	2004
Bruno Dumont	2006,2011,2016,2016,2006,1999,1999,1997,1997
Jerome de Missolz	2011,2011
Nikolay Khomeriki	2005,2006,2009
Stefan Ivancic	2014
Leopold Lindtberg	1946,1946,1951,1953
François Villiers	1958
Kōji Wakamatsu	2012
Leonid Gayday	1961
Mario Brenta	1994
Richard Brooks	1958
Baz Luhrmann	1992,2001
Björk	2000
Dane Komljen	2010
Jean-Claude Carrière	1969,1969
Jeremy Saulnier	2013,2013
Jorge Michel Grau	2010,2010
Gonzalo Tobal	2012,2007
Philippe Harel	1997
Basil da Cunha	2013,2013,2012
Ingmar Bergman	1973,1997,1960,1998,1998,1958,1958,1957,1957,1956,1956,1947,1960
Lucrecia Martel	2008,2004
Richard Kelly	2006
Mauro Bolognini	1956,1958,1961,1970,1976
Rein Raamat	1979
Catherine Breillat	2002,2007,2001
Joseph Strick	1967
Werner Herzog	2002,1982,1982,1979,1975,1984,1975,1975,1975
Jack Blum	1998
John Canemaker	1984
Terence Davies	1988,1992,1995
Daniel Schmid	1976
Lee Chang-dong	2010,2000,2007,2010,2010
Matúš Vizár	2013
Michel Ocelot	1987,2006
Ralph Richardson	1962
Rodolphe Marconi	1999
Karel Kachyňa	1990
André Cauvin	1953
Claudine Natkin	2007
Erik Blomberg	1953,1953
Serge Bozon	2007,2013,2013
Darren Walsh	2000
Isabella Carbonell	2015
Jiang Wen	2000,2001,2000
Tareque Masud	2002
Mark Albiston	2009,2009,2007
Vincent Paronnaud	2007,2007,2007
David Oelhoffen	2007,2005,2007
Federico Fellini	1987,1960,1957,1957
Natalia Garagiola	2012
Viktor Ivchenko	1954
János Herskó	1958
Lisandro Alonso	2001,2014,2014,2008,2004,2001
Patrik Eklund	2009,2009
Pascale Ferran	1994,2014,1990
Camillo Mastrocinque	1947
Konstantin Bojanov	2011,2011
Tião	2014,2008
Jean-Paul Civeyrac	2010
Christian-Jaque	1946,1952,1952
Gurvinder Singh	2015
Jaime Camino	1969
Steven Soderbergh	1989,2008,2013,1989,2013,1993
Asghar Farhadi	2013,2016,2016,2013
Gerbert Rappaport	1954
Grigori Roshal	1951
Michael Cimino	1981,1996
Leila Conners	2007
Marta Mateus	2017
Niki Karimi	2005,2005
Pierre Prévert	1960
Lieven Debrauwer	2001,1997,1997
Šarūnas Bartas	1997,2005,1996
Catherine Corsini	2001,2012
Ezequiel Radusky	2013,2013,2013
Joshua Safdie	2008,2017,2009,2008
Roch Stéphanik	1988
Sian Heder	2006
Alice Furtado	2011
Hiroshi Teshigahara	1964,1964
Lorenza Mazzetti	1956
Mario Martone	1995
Veljko Bulajić	1959
Zdeněk Podskalský	1960
Denie Pentecost	2006
Gulshat Omarova	2004,2004
Bruno de Almeida	1993
Hector Babenco	1998,1985,2003
Maurice Pialat	1980,1972,1991,1987
Shane Meadows	2002
Flora Gomes	1996
Pavel Kadochnikov	1955
Peter Medak	1972
Shyam Benegal	1976
Dominik Moll	2005,2000
Gil Alkabetz	1997
Lucía Puenzo	2007,2007,2007,2007,2013,2007
Rangel Vulchanov	1960
Basil Khalil	2015
Ferenc Cakó	1995,1988,1988,1983
Herman van der Horst	1969,1969,1953
Konstantina Kotzamani	2016
Roberto Benigni	1998,1998
Samuel Collardey	2005
António de Macedo	1973
Carlos Hugo Christensen	1951
Claude Miller	1998,1998,2003
Bernhard Sinkel	1980
Ion Popescu-Gopo	1957,1962
Quentin Tarantino	2009,2007,1994
Anthony Perkins	1961
Chad Chenouga	1998,1998
Lino Brocka	1984,1980
Per Oscarsson	1966
Avishai Sivan	2010,2010
Zbynek Brynych	1958
Pietro Germi	1962,1956,1956,1962,1967,1966,1964,1951,1958
Sebastián Cordero	2004
James Gray	2008,2007,2013,2000
Jamshed Usmonov	2002
Kent Jones	2015
Connie Rasinski	1961
Marcel Ophüls	1988,2013
Mario Camus	1984,1984,1966
Mikhaël Hers	2009
Ulrich Seidl	2007,2012
Emmanuel Mouret	2006
Michel Deville	1971
Roger Donaldson	1984
Shôhei Imamura	1983,1997,1989,2001,1989,1989,1987
Adam Guzinski	1998
July Jung	2014,2014,2014
Thomas Bangalter	2006,2006
Robert Wise	1949,1949
Tomás Gutiérrez Alea	1979
Vladimir Perišić	2009,2009
Derek Jarman	1987
György Kovásznai	1967
Manu Kurewa	1998
Nathan Nicholovitch	2015
Benh Zeitlin	2012,2012,2012,2012,2012
François Truffaut	1959,1959,1959,1964
Jaromil Jireš	1964
Norma Bailey	1980,1980
Paul Martin	1951
Antoni Ribas	1973
Orhan Oğuz	1988
Lenny Abrahamson	2007
Arnold Sjöstrand	1947
Constantin Popescu	2009
Dusan Makavejev	1985,1981
Luis César Amadori	1949
Maroun Bagdadi	1991,1991
Paz Encina	2006,2006,2006
John Cromwell	1946
Razvan Marculescu	2009
Thomas Vincent	2004
Vincent Bierrewaerts	1998
Rajaram Vankudre Shantaram	1952
Jean Godard	2014,1980,2014,1982,1985,1987,1990,2001,2010
Jeremy Thomas	1998,1998
Wilfred Jackson	1953
Yves Caumon	2001
Joel Coen	1994,2007,2013,2013,1996,2001,2000,2004,1996,2001,1991,1991
Krystyna Janda	1990
Pierre Clenet	2014
Terry Jones	1983,1983
Zygmunt Sulistrowski	1954
Bille August	1992,1988
Noel Black	1966,1966
Yuriy Bykov	2013
Alessandro Blasetti	1946
Cristian Mungiu	2012,2016,2016,2007,2002,2002,2007,2007,2009,2012
Eduardo Valente	2009,2002,2006
Georges Lampin	1949
Arthur Joffé	1982
Carlos Marchiori	1967,1966
Jacques Ertaud	1970,1966
Stephen Daldry	2000,2000
Camillo Bazzoni	1966
Henry Barakat	1965
Pernille Fischer Christensen	2000
Roberto Gavaldón	1954,1953,1960,1956
Vicente Aranda	1988
Andrei Tarkovsky	1983,1986,1986,1983,1986,1983,1983,1980,1972,1972,1972,1969,1986
Ferenc Kósa	1967,1967
James Algar	1954,1949,1954
Pablo Agüero	2008,2006,2008,2006
Sergei Yutkevich	1966,1966,1946,1954,1954,1954,1956,1956
Jacques-Yves Cousteau	1946,1956
Ariel Kleiman	2010,2010
Doroteya Droumeva	2011
Lina Wertmüller	1972,1973
Susan Seidelman	1982
Tom Abrams	1989,1989
William Vega	2012,2012
Pedro Lazaga	1952
Heiny Srour	1974
Hong Sang-soo	1998,2000,2004,2005,2009,2010,2011,2012,2017
Jane Shearer	2006
Michael Powell	1959,1951
Shantaram Athavale	1956
Alan Rudolph	1994
Kaveh Bakhtiari	2013,2013
Alfred Hitchcock	1956,1946,1953
Claude Chabrol	1978,1985
Masahiro Shinoda	1974,1972,1995
Clara Kuperberg	2015,2016
Claude Mouriéras	2000,1998
Nikita Mikhalkov	2010,1994,1994,1994,1987
Rolf Hansen	1952
Pierre Étaix	1965,1965,1965,1969
Adriano Valerio	2013,2013
Jean Mauran	1947
Santiago Loza	2010
Candida Brady	2012
John Turturro	1992,1998,1991
Nicolas Wackerbarth	2007
Youssef Chahine	1999,1999,1997,1997,2004,1985,1970,1954,1952
Anocha Suwichakornpong	2006
Jerzy Kawalerowicz	1961,1966,1956,1961
Silvio Soldini	2000
Agnès Jaoui	2004,2004
Akira Kurosawa	1956,1980
Claude Lelouch	1981,1966,1966
Jacek Skalski	1991
Matheus Nachtergaele	2008,2008
Neil LaBute	2000,1997
Anne Bancroft	1964
Uri Zohar	1967
Denis Côté	2009
Sergiu Nicolaescu	1964
Alain Cavalier	1993,1993,2006,1986,1986,2007,2011,1986,2005,2009,2005
Craig Welch	1992
Janusz Kamiński	2007
Jens Lien	2000,2006,2001
Alain Jessua	1967,1967
Binka Zhelyazkova	1974
Roberto Rossellini	1946
Gérald Calderon	1980
Jean-Paul Rappeneau	1971,1990
Kleber Mendonça Filho	2016,2016
Picha	1980
Samba Gadjigo	2015,2015
Eduardo Williams	2012
Eric Till	1972
Jack Gold	1975
Jim Mickle	2013
John Cameron Mitchell	2017
Anja Breien	1979,1979
Mario Soffici	1947,1952,1958
Pavel Lungin	1992,1990,1990,1990,2009,2000
Bruce Terris	2002
Duane Hopkins	2008,2008
Paul Unwin	1994,1994
Pavle Vučković	2007,2003,2015
Serge Le Péron	2000
Gabriel Clarke	2015
Jacques Nolot	1998,2002,2007
Lee Isaac Chung	2007,2007
Jean Manzon	1969,1955
Joël Farges	1980
Mariano Luque	2011
Mathieu Kassovitz	1991,1995,1995,1997
Yorgos Lanthimos	2009,2015,2009,2015,2015,2017,2017
Hur Jin-Ho	2012
Johnny Depp	1997,1997
Jon Voight	1978
Kim Ki	2007,2011,2005
Isaac Julien	1991
Julia Kuperberg	2015,2016
Nabil Ayouch	2012,2012,2015
Paolo Sorrentino	2011,2015,2013,2011,2008,2008,2006,2004
Katrine Boorman	2012
Jan Speckenbach	2008
Juan Pablo Rebella	2004,2004,2004
Édouard Luntz	1970
Ernesto Contreras	2007,2007
Jean-Luc Godard	1985,2014,1987,2014,2010,2001,1990,1980,1982
John Ford	1953
Teresa Villaverde	1998
Michelangelo Frammartino	2010,2010
Éric Forestier	2002
Arnaldo Jabor	1986,1971
Eli Lotar	1946
Kelly Reichardt	2008
Laura Poitras	2016
Eugène Green	2003
Michael Mann	1981
Miranda July	2005,2005,2005,2005
Hany Abu-Assad	2013,2013
Luis García Berlanga	1970,1953,1953,1981,1953,1962
Michelange Quay	2004
Steven Spielberg	1974,1974
Valeska Grisebach	2017
Ferenc Kardos	1973
Radu Mihaileanu	2011
Tracey Moffatt	1990
Fendou Liu	2008
Jarl Olsen	1999
Manuel Flèche	1988
François Alaux	2009
Emily Atef	2008
Luc Moullet	2009,2001
Santiago Mitre	2015,2015,2017,2016
Stanislaw Jedryka	1962
Rainer Werner Fassbinder	1978,1974,1974,1974
Bobbie Peers	2006,2006
Peter Schamoni	1972,1967
Sebastiano Riso	2014,2014,2014
Hal Ashby	1980,1977,1978,1974
Otakar Vávra	1946
Shūji Terayama	1975,1985
Damien Chazelle	2014
Nicolas Roeg	1985,1985,1987,1971
Rezo Chkheidze	1956
Anurag Kashyap	2013,2013,2012
Lewis Milestone	1947
Ricardo Muñoz Suay	1954
Antonio Eceiza	1967
Bassem Breish	2007
Clio Barnard	2013,2013
Dan Wolman	1970
Juraj Lehotsky	2008,2008,2008
Mikhail Romm	1939,1946,1946
Pál Gábor	1979
Robin Campillo	2017,2017,2017,2017,2017
Wojciech Has	1963,1973,1973
Bonni Cohen	2017
Ida Panahandeh	2015,2016,2015,2015
Kamen Kalev	2009,2007,2009,2011
Richard Sears	1995
Ντίνος Δημόπουλος	1961
Gerrit van Dijk	1983
Allan Mindel	2003,2003,2003
Jeanne Moreau	1960,2003
Michel Hazanavicius	2017,2011,2014
Tengiz Abuladze	1987,1956,1987,1987,1987
Eduardo Rodríguez	2002
Giuseppe Tornatore	1989,1990,1990,1994,1989
Bernhard Wicki	1964,1989
Claude Lanzmann	2017
Jean Delannoy	1956,1947,1946
Karel Reisz	1969,1966,1978
Gitanjali Rao	2006,2014,2006,2006
Curt M. Faudon	1972
Jørgen Roos	1961
Ned Benson	2014,2014
Pierre Levie	1984
Grant Munro	1967
László Ranódy	1964
Pedro Peirano	2011
Francesca Joseph	2002,2002
Philip Leacock	1957,1954
Gary Sinise	1992,1988
Luc Dardenne	1999,2002,2002,2005,2016,2008,2008,2011,2011,2014,2014,1999
Fernando Ayala	1964
James Schamus	1997
Mario Soldati	1946,1953,1959,1959
Hirokazu Koreeda	2001,2004,2009,2013,2013,2013,2015,2016
Arnaud Desplechin	2013,2008,1992,2015,1996,2000,2003
Marlon Brando	1952
Paul Wright	2013,2013
Valerio Zurlini	1961
Elad Keidan	2008,2015
Jeff Balsmeyer	1992
John Huston	1984
Jonas Alexander Arnby	2014,2014,2014
Lindsay Anderson	1973,1982,1969,1963
Raya Martin	2009,2008
Daniel Taye Workou	2006
Charles Vanel	1953
Karel Zeman	1946
Kurt Maetzig	1949
Chris Landreth	2004,2004,2004
Fernando E. Solanas	1992,1988,1988,1989,1992,1992,1990
João César Monteiro	1996,1999
Arnaud Larrieu	2008,2005
Paul Calinescu	1946
Warwick Thornton	2009,2009
André Brassard	1974
Arne Mattsson	1952,1954,1953
Kaneto Shindô	1953
Nicole Van Goethem	1987
Rosanna Arquette	2002
Dinos Dimopoulos	1961
Kim Ui-seok	2004
Natalie Portman	2015
Ziad Doueiri	1998
Joachim Trier	2011,2015
Richard Harris	1963
Carlo Lizzani	1954,1954
Yuri Ilyenko	1990,1990
Felipe Bragança	2010
Jamel Debbouze	2006
Liliane de Kermadec	1975
Vasan Bala	2012,2012
André Téchiné	1979,1996,2011,1986,1985,1993,2017,2003,1985
Massimo Franciosa	1958
Michel Fano	1976
António-Pedro Vasconcelos	2000,2000
Bent Christensen	1962
Zack Snyder	2004
Jean-Charles Hue	2017
Kôzaburô Yoshimura	1952
Victor Fleming	1939
Nelson Yu Lik-wai	1999,2003
Axel Corti	1990
Francisco Regueiro	1963
Jeff Nichols	2011,2011,2011,2016,2012
Peter Handke	1978
Raoul Peck	1993,2000
Stéphane Aubier	2012,2012,2009
Karl Hartl	1956
Krzysztof Kieślowski	1988,1991,1991,1994,1988,1988,1991
Lev Arnshtam	1955,1946,1955
Nash Edgerton	2011
Sean Mathias	1997
Taisia Igumentseva	2012,2013
Virginie Wagon	2000,2000
Alice Winocour	2012,2015,2005
Juho Kuosmanen	2010,2016,2008,2016
Matthew Warchus	2014
Michael Moore	2002,2002,2004,2004
Miwa Nishikawa	2006
Paolo Cavara	1962
Sijie Dai	2002
Claude Sautet	1970
