Fyodor Khitruk	1975,1974,1975
Gyula Macskássy	1961,1961
John Fernhout	1967,1967
Richard Linklater	2006,2006
Yoshishige Yoshida	1988
Nelson Pereira dos Santos	1964,1984,1964,1975,1970
Tony Richardson	1962,1966
Anthony Lucas	2002,2008
Hadar Morag	2008
Lynne Stopkewich	1997
Paul Mazursky	1978,1976
René Vautier	1972
Robert Kramer	1982
Anthony Chen	2007,2007,2013
Gerardo Herrero Pereda	2014,2014
James Dearden	1988
Davy Chou	2016,2016
Gualtiero Jacopetti	1962
Gustavo Rondón Córdova	2017,2017
Jacob Geis	1951
Michel Soutter	1972
Sue Brooks	2003
Jean Beaudin	1977,1977
Jean Dasque	1965
Serif Gören	1982,1982,1982
Yamina Bachir	2002,2002
Jacques Maillot	1999
Michelangelo Antonioni	1962,1982,1982,1975,1960,1967,1960,1962
Ari Folman	2008,2013
Cordell Barker	2009,2009
Patricia Rozema	1987
Woody Allen	1985,2002
Alfred L. Werker	1949
Jean Pierre Lefebvre	1977,1982
Jean-Pierre Denis	1987,1980
Jerzy Zarzycki	1951
Michael Schottenberg	1989
Zhang Yimou	1990,1995,1995,1994,1994,1994
Greg McLean	2005,2005
Francisco Norden	1977
Bill Bryden	1987
Fanny Ardant	2009
Francis Lauric	1960
Takashi Miike	2013,2003,2011
Timothy Quay	1986
Glenn Standring	1993
Leopoldo Torre Nilsson	1961,1957,1967,1961,1962
Marcel Gibaud	1952
Nicolas Klotz	2007
Philippe Barcinski	2003
Samantha Lang	1997
Víctor Erice	1983,1992,2002,1992,1992
Amos Kollek	2000,2000
Brando	1952
Kayo Hatta	1994
Samy	2006
Bo Widerberg	1969,1967,1969,1971,1964,1971,1979
Eduardo De Filippo	1951
Jacob Aaron Estes	2004,2004
Vincente Minnelli	1947,1952,1960
Alexij Kharitidi	1995
Emanuele Crialese	2002,2002
Giorgio Mangiamele	1965
Paul Goldman	2006
Manuel Summers	1965,1964
Marjane Satrapi	2007,2007,2007
Roberto Santos	1966
Saman Salur	2008
Lee Daniels	2012,2009
Romain Goupil	1982,1982
Iosif Kheifits	1955,1960
Juan Carlos de Llaca	1993
Márcia Faria	2010
Philip Koch	2010,2010
Dagur Kári	2005
Ducho Mundrov	1962
Jerzy Ziarnik	1961
Nikola Korabov	1963
Denis Dercourt	2009
Ian Emes	1978
Larry Peerce	1964
Satyajit Ray	1956,1956,1956,1984,1962,1958
Volker Schlöndorff	1969,1979,1967,1966,1966
Danielle Arbid	2007,2004
Jaco Van Dormael	1996,1991,1991
Philippe Faucon	1990
Fabrice Gobert	2010,2010
Serge Bourguignon	1960
Tamara Jenkins	1998
Bernard Knowles	1946
Clyde Geronimi	1946,1953
Isaak Shmaruk	1954
Kô Nakahira	1971
Raffaele Andreassi	1961,1969
Ricardo Franco	1997,1976,1978
Rajbans Khanna	1957,1957
Emir Kusturica	2004,1985,1985,1989,2007,1989,2004,1995
Michael Pfleghar	1964,1964
Fred Zinnemann	1954,1949,1954
Guy Séligmann	2016
Nadav Lapid	2004,2006
Věra Chytilová	1970
Compton Bennett	1946
Frederick Wiseman	2010,2016
Paul Schrader	1985,1988,1985
Diane Kurys	1987
Diego Quemada-Díez	2013,2013,2013
Johannes Stjärne Nilsson	2010,2010,2010,2010,2001
John Frankenheimer	1962,1966
David Lassiter	2013
Jacques Demy	1964,1964,1964
José María Forqué	1952
Paul Newman	1973,1987,1958
Bill Plympton	1987,2001,1991,1991
Joyce Borenstein	1975
Lou Ye	2012,2009,2003,2006
Moni Bhattacharjee	1964
Richard Lester	1965,1965
Simon Cellan Jones	2000
Ramón Torrado	1951
Alain Guiraudie	2016,2016,2013,2013,2009,2013,2003
Gjergj Xhuvani	2001
Lee Jones	2014,2005,2005
Paul Driessen	1984
Wes Anderson	2012
Juan Carlos Tabío	2012
Rémi St-Michel	2014
Abolfazl Jalili	1999
Danièle Huillet	1999
Esmir Filho	2006,2007
Jaime Rosales	2014,2003,2003,2007,2003,2012,2014
Eva Riley	2015
Giorgio Moser	1955,1955
Herbert J. Biberman	1969
Carlos Diegues	1987,1984,1980
Ray Milland	1946
Stefano Sollima	1993
Baccio Bandini	1960
Mikhail Shapiro	1967
Amos Gitai	2000,2000,2002,2005,2017,1999
Diego Lerman	2010
Frank Van Passel	1995,1995,1995
Benjamín Ávila	2012,2012
Benicio del Toro	2008,2012
Leila Kilani	2011
Thomas Bidegain	2015
David Mackenzie	2003,2016
Raf Roosens	2015
Walter Salles	2004,2004,2004,2012,2008
Paul Verhoeven	2016,1992
David Leland	1987
Jon Taylor	2010
Mai Zetterling	1965
Alice Rohrwacher	2014,2011,2011,2014
Atef Salem	1965
David Verbeek	2010
Mélanie Laurent	2008,2014
Philippe Lacôte	2014,2014
Julia Leigh	2011,2011
Samuel Fuller	1980
Jacques Doillon	1979,1979,1984,2001,2004,2017
Jiří Barta	1981
Radovan Tadic	1989,1989
Boaz Yakin	1994
Christoph Hochhäusler	2005,2010
Jafar Panahi	1995,2003,2003,2011
Petar Lalović	1981
Darnell Martin	1994
Jean Cocteau	1946
Karin Albou	2005
Márta Mészáros	1984,1984,1977,1980
Walter Reisch	1955
Nagisa Ōshima	1978,1986,2000,1983,1978
Vladimir Pogačić	1953
Zak Hilditch	2014
Alfonso Amador	1998
Antonio Ber Ciani	1961
István Gaál	1981,1970,1970
Kirill Serebrennikov	2016,2016
Miguel Littín	1978,1976
Bob Fosse	1980,1975
Jean-Pierre Sinapi	1987
Laurence Ferreira Barbosa	1997
Fellipe Barbosa	2017,2017,2017
Gleb Panfilov	1990,1990
Jos Stelling	1975
João Canijo	2004,2001
Benoît Delépine	2012,2012
Matti Kassila	1957
Peter Brook	1963,1960
Dariush Mehrjui	2002
Fridrikh Ermler	1946
Nadine Trintignant	1967
Daniel Lopatin	2017
Dino Risi	1985,1979,1975,1955
Nouri Bouzid	1986
Simón Mesa Soto	2014,2016
Susana Nobre	2015
Amanda Forbis	1999
Nikita Kurikhin	1965
Nuri Bilge Ceylan	2014,2014,2011,2011,2008,2008,2006,2006,2004,2003,2003,1995,2012
Valeriya Gay Germanika	2008,2008,2008,2008,2008
Ciro Guerra	2009,2009,2015
Emil Loteanu	1978
Renaud Barret	2010,2010
Bálint Szimler	2010
Lynn Shelton	2009
Mahdi Fleifel	2017
Roland Verhavert	1956
Jean-Marie Straub	1999
Jerzy Kalina	1974
Masahiro Kobayashi	2005,2000
Matteo Garrone	2008,2008,2015,2012,2012
Vincent Pérez	1999,1992
Christophe Van Rompaey	2008,2008,2008,2008
Marcia Tambutti Allende	2015,2015
Valérie Mréjen	2011,2011
Kaouther Ben Hania	2017
Philippe Ramos	2011
Gerardo Naranjo	2011
Mario Camerini	1947
Stephen Kang	2011,2011
Mark Donskoy	1956
Mike Newell	1985
Noah Baumbach	2017
Ricky Tognazzi	1993
Rolf Thiele	1959
Vittorio De Sica	1956,1955,1953,1952,1951,1961,1956
Alain Mazars	1990
Ethan Coen	2004,2007,2013,2013
Patrick Bouchitey	1991
Dibakar Banerjee	2013
Christoph Waltz	2009
Sam Wood	1947,1939
Alfred Weidenmann	1962
Oxide Pang Chun	2006
Atiq Rahimi	2004,2004
Carmen Castillo	2007,2007
Hanno Höfer	2009
Cătălin Mitulescu	2006,2004,2002,2001,2011
Dae-hyun Kim	1999
Zsolt Kézdi-Kovács	1983
Jean-Pierre Dardenne	2008,1999,1999,2002,2002,2005,2008,2016,2014,2014,2011,2011
Kenji Mizoguchi	1955
Max Färberböck	2003
Sandrine Veysset	2001
Christophe Honoré	2006,2007,2002
Eric Guirado	1999
Bárbara Virgínia	1946
Enrico Gras	1955,1955
Gérard Blain	1987,1976
Mrinal Sen	1980,1983,1983,1986
Gregg Araki	2010,2007
Nicolas Winding Refn	2016,2011,2016,2011,2013
Béla Vajda	1974,1981
Mohammed Karim	1946
Samira Makhmalbaf	2003,2003,2003,2000,2000,1998,1998
Walter Lang	1953
Alain Corneau	1979
Benoît Mariage	1997,1999,1999
Luigi Bazzoni	1963
Roger Leenhardt	1961
Andreas Labrinos	1959
Giacomo Gentilomo	1946
Victoria Mercanton	1966
Alejandro Fadel	2012,2012,2012
Mamad Haghighat	2003,2003
Raimund Krumme	1994
Todd Haynes	1998,2017,2015,2015,1998
Elio Petri	1970,1970,1970,1967,1967,1972
Jack Nicholson	1971,1974
Benjamín Naishtat	2010
Ekachai Uekrongtham	2007
Luchino Visconti	1963,1971,1971
Terry George	1996
Bertrand Blier	1989,1981,1986,1989,2003
Francis Mankiewicz	1988
Florence Henrard	1995
Franc Roddam	1987
Tadashi Imai	1954,1957
Georgiy Daneliya	1974,1964
Shinji Aoyama	2005,2000,2000,2000,2001
Carl-Gustav Nykvist	1989
Carlos Vilardebó	1971,1961,1971
Karim Moussaoui	2017,2017
Charlie Kaufman	2008,2008
Leigh Jason	2001,2001
Pål Sletaune	1997
Jean-Jacques Jauffret	2011,2011
Sydney Pollack	1972
Abdelaziz Ramdani	1962
Bruno Chiche	1990
Jonathan Ogilvie	1995,1996
Éric Caravaca	2017
Bùi Thạc Chuyên	2000
Abel Ferrara	2017,2001,1993
Arne Skouen	1952,1954,1955,1958
Charles Walters	1953,1953
Gyula Maár	1976
Margarethe von Trotta	1988,1986
Roland Edzard	2011,2005,2011
Thomas Cailley	2014,2014,2014,2014,2014,2014
Claude Barras	2006,2016
Francis Girod	1988
Julius Avery	2008,2008
Marcos Magalhães	1982,1982
Xavier De Choudens	2000,2001
Raymond Depardon	1990,2017,2008
Alex van Warmerdam	2013
Eun-young Han	2013
Meryl O'Connor	2012
Park Chan-wook	2009,2016,2016,2009,2004,2004
Daniel Mann	1953,1953,1956
Karyn Kusama	2000,2000,2000
Georges Rouquier	1954,1946
Kôzô Saeki	1952
Lev Kulidzhanov	1962,1959
Piero Messina	2012
Ryoo Seung-wan	2005
Simón Bross	2007
Yuli Raizman	1946,1951
Daniel LeConte	2008
Eric Jameux	2000,2000
Justin Kurzel	2015,2011,2011,2011,2011,2011
Thierry de Peretti	2013,2013
Alan Cumming	2001,2001
Hugo Niebeling	1963,1965
Jean-Claude Brisseau	2006,1988,2003
Nikolai Gubenko	1977
Pablo Fendrik	2007,2008,2008
Claude Goretta	1973,1977,1977,1973,1973,1983
L. Rezan Yesilbas	2012
Mechislava Mayevskaya	1956
Norman McLaren	1955
François Reichenbach	1960,1975
Jeff Vespa	2008
Siegrid Alnoy	2003
Frunze Dovlatyan	1966
Jacques Brel	1973
Luis Alcoriza	1965,1965
Peter Lilienthal	1970
René Viénet	1977
Wolfgang Liebeneiner	1953,1952
