100	973,974,975
10003	1118,5576,1951
100042	8447,206,176497
10008	19655,5606,55636
10012	6886,44735,62010
10013	62014,2963,3391
10014	5139,62018,55958
10016	976,57395,9778
10017	6681,11151,6952
10022	12835,62054,16858
10024	7447,17140,6941
100241	2440,6383,63312
10025	49265,19664,62064
10027	192,1336,382
100275	1067604,20258,90683
10028	52847,327,56731
10029	2221,15277,6941
10030	56731,58873,31837
10034	1980,2449,6613
10040	12798,9788,18277
100402	1245,16828,2231
10045	62441,21946,62439
10047	6450,4483,63
10048	6164,10860,134
10050	11107,205,41555
10052	1269,3977,12122
10053	2478,38670,55775
10054	3131,57674,57675
10060	62644,52847,31164
10061	825,6856,884
10065	27755,10135,10859
10066	25837,38406,12792
10067	2047,38025,12898
10068	60700,326,2295
10069	19664,51391,20132
10070	9290,9296,43778
10071	21200,41091,62831
10072	5141,4687,5139
10073	21595,58952,52854
10074	62861,52848,19278
10075	12791,1874,51536
10077	35013,1083,7059
10090	59413,518,42200
10092	47628,49623,51936
10096	20750,9278,103
100975	21490,5699,15370
10105	63494,63493,426
10115	52938,34434,1229
10117	45481,1101,8977
101173	77498,17276,5469
101179	88322,97505,1037691
101267	82663,111455,59919
101299	27972,96066,72129
10131	5139,63914,63915
10132	25834,10866,13420
10133	140,18325,44208
10135	723,16431,6473
10136	42558,4391,776
10137	16935,521,41419
10138	1896,3223,12052
10139	17051,46593,2228
10140	5526,5527,11108
10147	63992,879,19754
10152	40481,13920,29020
10153	2231,4430,4483
10154	10478,3291,3085
10156	14639,29803,6844
10159	5916,57599,18918
10160	42882,5139,63917
10162	1282,2481,58068
10163	517,20495,64056
10167	9779,61658,23880
10179	18465,64119,5146
1018	15008,15007,3489
10183	6832,64136,64135
10184	880,4491,69597
10185	15110,980,51329
10186	18979,11678,54415
10187	62564,52851,1269
10188	6279,59174,20354
10189	17051,19274,62862
10191	24264,17276,449
10192	12073,776,6941
10193	13726,31,12898
10195	524,74568,91606
10196	61186,84215,88816
10197	5309,11856,8293
10198	66252,15563,65827
10199	4483,10990,4756
10200	8534,6161,6384
10201	82666,206,11664
10202	41292,529,19292
10204	4581,18897,17522
10207	32,3636,1269
10208	64182,64180,64181
10212	529,18023,15234
10214	10697,6213,54826
10215	10727,28743,12052
10217	213388,98,65
10218	15277,17402,4937
10219	569,16145,64710
10220	1241,1892,15370
10223	2233,2053,879
10225	64199,64200,64198
10226	5444,64210,17522
10229	81295,9979,16855
102362	18288,87722,72466
10238	8742,7569,67521
102382	134,54693,37625
1024	15092,204,15091
10246	64221,64222,64223
10253	5694,56457,20386
102651	18050,82191,11701
10269	10400,27563,25503
10279	23931,3490,5723
10280	5148,31512,3266
10281	62596,64720,64719
10283	1196615,64733,62596
10285	64742,64741,62596
10288	530,9188,19152
102899	22226,19034,3392
103	1036,380,1037
10306	4139,44038,10086
10307	378,4687,5168
10312	1233,4029,2157
10313	1461,3061,1229
10314	38581,33260,26457
10315	5064,1461,17881
10316	30614,1461,1233
10317	879,53650,18277
10320	3489,1284159,20
10327	368,35,9788
10329	8874,350,21043
10330	8944,19728,49265
10331	97913,97914,97912
103328	12207,8170,3784
10333	10401,10400,1733
10336	8349,64856,5723
103370	9205,26510,80602
10339	5403,29655,8487
10350	26457,9825,33260
10353	1003,64913,28781
10357	2176,8256,12930
10358	19274,9281,23658
10362	6588,73421,12052
103620	109,453272,78434
10364	1936,1903,24318
10366	65236,65235,15111
103663	4457,92416,1019
10368	5309,38225,23709
103731	1171570,1034681,10297
10375	16483,13022,24047
10377	2877,3141,4517
10383	21343,41819,1920
10384	5694,9780,13548
10385	14406,3092,5344
10386	4491,12835,116027
10388	21818,40481,28641
10390	4764,11164,1269
103903	382,14464,26854
10391	65362,32799,326
10393	35980,193,6384
10395	13548,290,514
10397	1639,65030,18023
10398	2176,15852,21089
104	679,677,1081
10400	25868,13549,5292
10402	60949,4520,62842
10410	518,23346,514
10413	2165,15111,18793
10414	65019,2880,14324
10416	516,1230,52865
10425	8167,2975,59315
10426	9778,51944,56902
10428	9012,11701,17772
10431	11389,976,1336
10436	1920,11856,1160
10437	3895,65294,65297
10439	73931,11074,520
10445	8937,26513,4173
10448	65345,58319,65344
10461	16483,8436,38581
10468	110,18277,17287
10471	57389,51944,9778
10472	33260,11826,12041
104755	21319,59673,52374
10476	18288,18471,343
10477	1844,2692,65561
10478	11159,25129,1269
10480	192,2632,9137
10481	65535,515,65524
10483	11148,6972,976
10488	1038,17140,17276
104896	1226764,10135,5251
10490	9205,205,6913
10496	38560,2133,4029
105	521,1062,1063
10501	8945,11181,4810
1051	6355,193,14821
10514	14831,65508,65505
10521	23821,11661,1813
10523	16851,9560,9281
10527	7399,9575,14409
10528	3223,9642,53714
10530	65529,2461,28010
10533	3087,64,3416
10534	47879,6692,1229
10535	1466,7633,37045
10537	5576,5344,6677
10545	3999,3416,65598
10549	11181,1666,937
10550	140,2518,3131
10555	2888,380,9137
10557	65864,11851,8443
10559	8767,6861,6065
10560	40980,8691,65871
10563	9206,14408,32597
10564	524,8893,15852
10567	1981,15531,61962
10569	1243,65850,30364
10571	33260,4174,21593
10577	9012,290,17276
10585	65683,14541,2022
10586	5576,3392,207
105864	963134,1476748,2954
10588	501,35654,12073
10589	517,3136,57755
10590	2461,17141,289
10591	25837,46593,18082
10592	72466,62,18288
106	1101,1102,1100
10603	18269,41087,19159
10610	7400,4174,18897
10611	18471,5726,9778
10615	38334,65919,65920
10622	66056,18897,66055
10623	1336,21355,11024
10625	51857,53714,49265
10628	3035,13241,18471
10629	8785,43131,112
10632	2176,1121,935
10634	9778,66,9781
10637	5292,883,43858
10641	1205,57829,1920
10642	6212,8211,21593
10643	66152,66154,66153
10646	28410,21596,3035
10647	1979,9994,9640
10655	8349,13022,8447
10656	6553,1977,38559
10658	504,1063,4004
10661	1241,59192,19292
10663	826,8534,19292
10664	34793,54532,111091
106646	21007,6193,234352
10673	8349,3392,6952
10674	18897,21702,776
106747	11160,2461,55085
10676	6836,66199,11784
10678	26510,67773,15758
10681	60074,670,72754
10683	209,1233,16165
10684	38560,5344,5292
106845	25877,78110,59296
10685	6384,13548,3141
10691	19487,205,52374
10696	66587,66586,18288
107	976,287,980
10705	937,11181,8318
10707	44735,350,8447
10708	60074,776,18324
10710	70851,3293,7399
10712	352,1231,6065
10715	18269,40279,67773
10718	26291,9778,34844
10719	23659,11664,3085
10724	190,66811,12517
10727	38660,66744,66745
1073	3234,1229,504
10731	2176,4038,18248
107315	34915,820,7073
10733	879,6065,12261
10734	66288,190,2463
10735	11164,29220,5472
10739	21593,1243,6886
10740	6413,52414,2227
10741	4173,69122,18976
10743	12833,3293,9779
10744	7447,3905,49
10748	4757,59620,66441
10756	27631,776,28641
10758	41292,51797,65562
10760	16839,29220,60072
10761	18352,11705,9013
10762	13922,26457,51298
10764	18182,8784,8789
10765	23346,39015,18892
10771	33259,11355,18897
10773	382,5309,66700
10774	29903,8252,6450
10776	14830,8872,13420
10781	66741,22123,59263
107811	73128,65225,996701
10782	935,8891,2231
10783	8891,3129,14406
107846	8767,16483,1100
10786	1932,8606,738
10796	976,1336,17832
107985	11109,7060,11108
10800	5443,41526,5444
10802	19189,11150,6677
10803	14464,12518,13919
10806	8945,3234,15112
10808	66896,31029,776
10822	8435,37632,1231
10833	10205,33259,193
108346	118617,11278,2206
10844	67121,1372,33310
10858	6280,11148,4173
10861	15111,7037,57395
10865	35219,521,52300
10866	18324,22290,8167
10871	8655,2047,6065
10873	5293,1646,6949
10876	204,73421,118
10877	21355,21353,23880
10878	70851,21593,18324
1088	15295,15293,15294
10885	11866,67318,19538
10890	8255,1532,1524
10894	32799,1772,23958
10895	13819,67369,33923
1090	14886,12647,15370
109091	6941,3810,17288
1091	6856,65827,11065
10913	478,11665,8984
10914	38581,7002,30613
10923	51391,5958,52929
10925	14852,62019,41262
10929	1064,15007,8655
10930	30720,67532,5442
10934	25540,2882,30083
10935	5049,10823,4690
109410	3,172069,164205
109414	21007,17051,19274
109417	31136,15760,142636
109418	32895,2632,19292
109421	1922,108916,9642
109424	31,94864,2229
109428	530618,79795,17441
109431	23532,55536,15277
10944	5344,103,10431
109443	22226,4495,23659
109445	40462,221611,19394
109451	3085,19278,1772
10947	29222,67600,67599
109491	16940,71375,587823
10950	2228,1160,1902
109513	51298,40462,74036
10955	6949,5538,67747
10956	60950,18326,35476
10970	29802,6844,14639
10972	16560,46395,3064
109729	124097,5216,49265
10981	5894,5892,13950
10982	26485,515,1813
10984	9205,25934,6407
10985	132078,11664,13446
10987	9221,22226,67838
10991	67830,67833,67832
10992	20,4785,67817
10994	1160,8291,6614
10996	521,41419,16935
10998	10427,515,3392
10999	13312,1100,6486
11	4,3,2
11001	4169,36422,78029
11004	3392,3910,2219
11007	5149,67773,15555
11011	14101,11510,52995
11013	1579,13548,4654
11015	3197,12516,14698
11022	11477,12261,8687
11023	67599,59252,38940
11024	33260,11863,26457
11025	26510,67849,67848
11026	10695,19655,1640
11027	4431,514,15765
1103	4078,7502,6856
11033	3895,4301,44038
11036	30614,53714,4800
110402	143667,1272797,99269
110415	20738,16828,228
11042	38526,24896,8791
11051	5293,1037,10767
11056	5313,20508,10690
11058	380,11008,17141
11062	1158,3036,2233
11065	327,2299,40979
11066	4587,59153,776
110683	6450,11857,656
11072	68091,13640,3460
11086	8332,206,2641
11090	60949,11885,68000
11091	28472,18324,69597
11093	12260,6161,2282
11096	380,501,10696
111	1158,1160,1159
11109	26863,11356,39658
11113	35321,12727,1932
111190	109438,3489,32
11128	8891,6857,73421
11129	41042,68284,42604
11130	1813,5823,1210
11132	28472,49265,21104
11137	68307,12041,18025
11141	517,1231,3968
11152	20089,17243,11023
11153	821,54812,70089
11156	2405,4941,47820
1116	2037,15497,15498
11162	12763,16940,1158
11165	7664,1936,68411
11170	28657,53650,10297
11172	69597,53368,3291
11176	68455,7908,55983
111794	1396573,13445,162102
11184	350,5577,3896
11186	65683,14464,26283
11190	68515,68517,68518
11191	1204,49425,3127
11194	68534,68535,68536
11199	78029,8891,12898
11202	40551,862,9857
11208	9827,26457,2299
11212	532,6684,3266
11217	56251,52049,56253
11219	22600,24367,4090
11228	15851,110,16483
11229	68672,368,2628
1123	15543,15544,504
11232	6968,5344,23626
11237	21798,20388,12793
1124	3895,6968,3894
11240	11856,693,68718
112430	658,5577,2232
112456	2165,55779,84841
11247	62747,5958,38334
11249	7906,1329,1370
1125	776,14386,134
11253	11826,2372,4175
11257	10978,1283,656
11258	1811,192,2224
11260	9281,17773,776
11282	68842,53493,21124
11283	9015,7056,5472
11284	68849,68848,5139
11287	3125,16935,31
112937	56824,2130,1062
112949	143240,19536,71189
11298	65404,17494,10662
11302	1243,68934,9565
11306	520,193,3291
11308	2879,32393,1038
11313	21028,4173,15250
11321	2888,70304,5916
11322	3894,85,1771
11323	2154,74949,1892
11324	6193,103,2282
11336	4690,69054,4139
113406	928306,85142,68812
11342	20766,6104,26456
113464	3359,14061,856
11351	69119,6719,56357
11353	67773,69122,776
11354	11148,21711,1269
11357	62589,21320,9221
11358	2203,9656,18918
11359	32225,69302,69301
11361	21320,9221,62589
11362	194,529,8767
11363	12833,6941,69298
11370	50,8211,9029
11371	819,380,3084
11374	12134,57755,10297
11375	3,5313,2299
11377	10696,118,17637
11382	3036,7906,1902
11386	8436,9029,228173
113947	16861,3905,9994
11395	12898,777,19957
11397	16828,69210,56824
11398	10814,7868,55636
114	1205,1208,1204
11400	290,69225,72466
11404	350,10989,477
11411	20006,193,20011
11412	2231,16935,37252
114150	29221,84223,73128
11426	12151,13784,20141
11431	69597,74151,11669
11439	517,3061,19498
11442	69614,8944,6485
11446	33656,69483,69482
11451	2876,49265,2232
11452	1234,10859,21561
11453	60949,62842,1924
11456	4937,10399,8891
11457	17244,5470,8945
11458	1158,31070,326
11459	11665,6856,11164
